,Date,Open,High,Low,Close,Volume,Name,Pct Returns
1292,10/1/2018,151.71,153.42,151.71,153,3757419,IBM,-0.487804878
1293,9/28/2018,151.16,151.63,150.79,151.21,3305798,IBM,-1.169934641
1294,9/27/2018,152.01,152.39,151.16,151.5,3477643,IBM,0.191786258
1295,9/26/2018,152.4,153.35,151.34,151.61,7401862,IBM,0.072607261
1296,9/25/2018,149.91,150.41,148.36,148.91,4397457,IBM,-1.780885166
1297,9/24/2018,151.1,151.2,149.46,150.03,4264984,IBM,0.75213216
1298,9/21/2018,151.48,152.6,150.74,151.35,19947878,IBM,0.879824035
1299,9/20/2018,149.58,151.38,149.44,151.15,5952223,IBM,-0.132144037
1300,9/19/2018,148.63,149.96,148.23,149.06,4246382,IBM,-1.382732385
1301,9/18/2018,147.76,148.99,147.47,148.56,3629596,IBM,-0.335435395
1302,9/17/2018,148.44,149.07,147.77,147.94,3551882,IBM,-0.417339795
1303,9/14/2018,148.85,149.3,147.78,148.33,3452144,IBM,0.263620387
1304,9/13/2018,147.35,149,147.12,148.95,5346540,IBM,0.417986921
1305,9/12/2018,146.37,147.98,146.03,146.57,4506679,IBM,-1.597851628
1306,9/11/2018,146,146.99,145.25,146.49,3374774,IBM,-0.054581429
1307,9/10/2018,146.6,147.3,145.56,145.65,3618209,IBM,-0.573417981
1308,9/7/2018,145.94,146.5,145.12,145.45,4693127,IBM,-0.137315482
1309,9/6/2018,146.88,147.66,145.54,146.39,4248831,IBM,0.646270196
1310,9/5/2018,145.19,146.75,145.05,146.66,3126540,IBM,0.184438828
1311,9/4/2018,145.98,146.19,144.81,145.68,3326153,IBM,-0.668212191
1312,8/31/2018,145.72,146.78,145.54,146.48,3488476,IBM,0.549148819
1313,8/30/2018,147.03,147.3,145.25,145.93,3340369,IBM,-0.375477881
1314,8/29/2018,146.87,147.93,146.6,147.54,3153845,IBM,1.10326869
1315,8/28/2018,146.95,146.99,146.19,146.59,2455328,IBM,-0.643893182
1316,8/27/2018,146.94,147.62,146.52,146.69,3491565,IBM,0.068217477
1317,8/24/2018,145.46,146.09,144.87,146.04,2776813,IBM,-0.443111323
1318,8/23/2018,145.04,145.52,144.75,145.37,2220603,IBM,-0.458778417
1319,8/22/2018,146.01,146.16,145.19,145.24,2388961,IBM,-0.089426979
1320,8/21/2018,147,147.12,145.89,145.97,3106876,IBM,0.502616359
1321,8/20/2018,146.37,147.16,146.15,146.51,2499654,IBM,0.369939029
1322,8/17/2018,144.79,146.39,144.69,146.06,2678820,IBM,-0.30714627
1323,8/16/2018,144.37,145.68,144.37,145.34,5250878,IBM,-0.492948104
1324,8/15/2018,142.55,144,142,143.91,4241496,IBM,-0.983899821
1325,8/14/2018,143,143.82,142.93,143.36,2860041,IBM,-0.382183309
1326,8/13/2018,144.15,144.3,142.53,142.71,2858842,IBM,-0.453404018
1327,8/10/2018,144.5,145.07,143.88,144.48,3003158,IBM,1.240277486
1328,8/9/2018,145.53,145.94,144.73,144.77,3093504,IBM,0.200719823
1329,8/8/2018,147.33,147.43,146.24,146.89,3581746,IBM,1.464391794
1330,8/7/2018,146.65,147.64,146.35,147.01,3508758,IBM,0.081693784
1331,8/6/2018,146.95,147.2,145.57,146.03,3913743,IBM,-0.666621318
1332,8/3/2018,143.24,147.92,143,147.7,8053567,IBM,1.14360063
1333,8/2/2018,142.86,143.36,142.33,142.96,3841447,IBM,-3.209207854
1334,8/1/2018,144.76,145.19,143.34,143.5,3388386,IBM,0.377728036
1335,7/31/2018,145.74,145.8,144.16,144.93,5474478,IBM,0.996515679
1336,7/30/2018,144.8,146.24,144.69,145.49,3608283,IBM,0.386393431
1337,7/27/2018,146.89,147.14,144.66,145.15,3749642,IBM,-0.233693037
1338,7/26/2018,147.43,149.27,146.63,146.71,4778022,IBM,1.074750258
1339,7/25/2018,146.01,146.65,145.5,146.62,3623182,IBM,-0.061345512
1340,7/24/2018,146.7,147.04,145.92,146.38,3891625,IBM,-0.163688446
1341,7/23/2018,146.35,146.7,145.01,145.7,3897892,IBM,-0.464544337
1342,7/20/2018,148.58,148.86,146.26,146.35,6415972,IBM,0.446122169
1343,7/19/2018,147.85,150.54,147.25,149.24,14655804,IBM,1.974718141
1344,7/18/2018,143.51,144.8,142.74,144.52,6935288,IBM,-3.162690968
1345,7/17/2018,144.75,145,143.34,143.49,5096741,IBM,-0.712704124
1346,7/16/2018,145.67,145.79,144.21,145.46,3468817,IBM,1.372917973
1347,7/13/2018,146.45,146.98,145.8,145.9,3067638,IBM,0.302488657
1348,7/12/2018,145.85,146.83,145.74,146.45,3119505,IBM,0.376970528
1349,7/11/2018,144,146.19,144,144.94,3526565,IBM,-1.031068624
1350,7/10/2018,144.51,145.59,144.26,144.71,3776991,IBM,-0.158686353
1351,7/9/2018,142.59,144.72,142.47,144.39,3904652,IBM,-0.221131919
1352,7/6/2018,141.53,142.94,141.17,142.48,2910426,IBM,-1.322806289
1353,7/5/2018,140.48,141.43,139.93,141.43,3744730,IBM,-0.736945536
1354,7/3/2018,140.65,140.94,139.37,139.57,1963232,IBM,-1.315138231
1355,7/2/2018,138.28,140.22,138.2,139.86,3405642,IBM,0.207781042
1356,6/29/2018,140.32,141.36,139.61,139.7,3753684,IBM,-0.114400114
1357,6/28/2018,138.1,140.54,137.95,140.04,4523666,IBM,0.243378669
1358,6/27/2018,139.11,139.78,137.45,137.48,4097588,IBM,-1.828049129
1359,6/26/2018,139.36,139.85,138.33,139.08,4139455,IBM,1.163805644
1360,6/25/2018,140.4,140.4,138.28,138.79,8937085,IBM,-0.208513086
1361,6/22/2018,141.64,141.81,140.78,141.28,6013678,IBM,1.794077383
1362,6/21/2018,142.59,143.14,140.83,141.25,3887650,IBM,-0.021234428
1363,6/20/2018,144.22,144.52,142.41,142.63,3329917,IBM,0.97699115
1364,6/19/2018,143.12,144.22,142.95,143.9,3487015,IBM,0.890415761
1365,6/18/2018,144.18,144.52,143.14,144.48,4286406,IBM,0.403057679
1366,6/15/2018,144.9,145.47,143.7,145.39,9116048,IBM,0.629844961
1367,6/14/2018,146.65,146.98,145.09,145.2,3326343,IBM,-0.130682991
1368,6/13/2018,146.79,147.47,146.2,146.35,2968180,IBM,0.792011019
1369,6/12/2018,147.1,147.52,146.62,146.87,2640515,IBM,0.355312607
1370,6/11/2018,146.62,147.41,146.14,146.58,3259986,IBM,-0.19745353
1371,6/8/2018,145,146.43,144.37,146.14,5210468,IBM,-0.300177378
1372,6/7/2018,145,146.7,144.93,145.36,4316484,IBM,-0.533734775
1373,6/6/2018,144.34,144.72,143.54,144.71,3220139,IBM,-0.447165658
1374,6/5/2018,143.05,144.08,143.04,143.7,2836017,IBM,-0.697947619
1375,6/4/2018,142.3,143.17,142.18,143.04,3035257,IBM,-0.459290188
1376,6/1/2018,142.43,142.84,141.62,141.95,3857530,IBM,-0.762024609
1377,5/31/2018,142.81,142.81,141.05,141.31,6830256,IBM,-0.45086298
1378,5/30/2018,141.9,143.1,141.82,142.62,5118530,IBM,0.927039841
1379,5/29/2018,142.53,142.89,140.21,141.22,4537638,IBM,-0.981629505
1380,5/25/2018,143.9,144.57,143.46,143.64,4914294,IBM,1.713638295
1381,5/24/2018,144.39,144.48,142.95,144.07,3398701,IBM,0.29935951
1382,5/23/2018,144.35,144.7,143.48,144.67,3459747,IBM,0.416464219
1383,5/22/2018,145.52,146.2,145,145.09,2284020,IBM,0.290315891
1384,5/21/2018,144.95,146.04,144.68,145.49,2894698,IBM,0.27569095
1385,5/18/2018,144.47,144.94,143.99,144.08,2682243,IBM,-0.969138772
1386,5/17/2018,144.5,145.19,143.77,144.5,3147659,IBM,0.29150472
1387,5/16/2018,143.7,145.03,143.27,144.63,3168659,IBM,0.089965398
1388,5/15/2018,143.5,143.99,142.92,143.74,4089397,IBM,-0.615363341
1389,5/14/2018,144.47,145.12,144.14,144.3,3216062,IBM,0.389592319
1390,5/11/2018,144.11,144.85,143.58,144.14,3073167,IBM,-0.110880111
1391,5/10/2018,143.15,144.33,143.01,144.24,3726608,IBM,0.069376995
1392,5/9/2018,141.9,143.02,141.28,142.61,4195953,IBM,-1.130061009
1393,5/8/2018,143,143.51,142.06,143,5369119,IBM,0.273473108
1394,5/7/2018,144,144.32,142.64,143.22,3657009,IBM,0.153846154
1395,5/4/2018,141.1,144.35,140.28,143.91,4402170,IBM,0.481776288
1396,5/3/2018,142.13,142.23,139.9,141.99,5018592,IBM,-1.334167188
1397,5/2/2018,144.46,144.82,142.07,142.45,5194917,IBM,0.323966477
1398,5/1/2018,144.65,145.02,143.47,145,4433393,IBM,1.79010179
1399,4/30/2018,146.86,147.38,144.96,144.96,4415533,IBM,-0.027586207
1400,4/27/2018,146.84,147.25,145.66,146.48,3205482,IBM,1.048565121
1401,4/26/2018,146.6,147.36,146.2,146.72,4265812,IBM,0.163844894
1402,4/25/2018,145.79,146.4,144.11,145.94,7324654,IBM,-0.531624864
1403,4/24/2018,146.51,147.3,144.53,145.56,4916476,IBM,-0.260380978
1404,4/23/2018,145.03,145.96,144.33,145.86,5315625,IBM,0.206100577
1405,4/20/2018,147.9,147.97,144.51,144.9,8265643,IBM,-0.658165364
1406,4/19/2018,149.19,149.21,146.62,147.7,8086056,IBM,1.93236715
1407,4/18/2018,152.14,152.63,148.26,148.79,20381695,IBM,0.737982397
1408,4/17/2018,158.82,162,158.51,160.91,10207534,IBM,8.145708717
1409,4/16/2018,157.99,159.14,157.67,157.89,4186755,IBM,-1.876825555
1410,4/13/2018,158.67,159.22,155.91,156.71,4057058,IBM,-0.747355754
1411,4/12/2018,156.75,158.98,156.67,158.07,5639444,IBM,0.867845064
1412,4/11/2018,154.37,155.78,153.88,155.36,3306539,IBM,-1.714430316
1413,4/10/2018,155.03,156.6,154.75,155.39,3955952,IBM,0.01930999
1414,4/9/2018,151.8,154.66,151.74,152.69,4413178,IBM,-1.73756355
1415,4/6/2018,153.46,153.95,149.54,150.57,3672919,IBM,-1.388434082
1416,4/5/2018,154.44,154.92,153.34,154.03,3185388,IBM,2.297934516
1417,4/4/2018,147.89,154.47,147.45,154.12,4805261,IBM,0.058430176
1418,4/3/2018,150.8,151,148.3,149.85,4135696,IBM,-2.770568388
1419,4/2/2018,153.34,153.38,148.43,150.07,5150435,IBM,0.14681348
1420,3/29/2018,153.07,153.89,151.08,153.43,3419959,IBM,2.238955154
1421,3/28/2018,152.07,153.86,151.89,152.52,3664826,IBM,-0.593104347
1422,3/27/2018,153.95,154.87,151.16,151.91,3810994,IBM,-0.399947548
1423,3/26/2018,151.21,153.66,150.28,153.37,4038586,IBM,0.961095385
1424,3/23/2018,152.25,152.58,148.54,148.89,4389015,IBM,-2.921040621
1425,3/22/2018,155,155.25,152,152.09,4617371,IBM,2.149237692
1426,3/21/2018,156.57,158.2,155.92,156.69,3240695,IBM,3.024524952
1427,3/20/2018,157.52,157.93,155.29,156.2,4296935,IBM,-0.312719382
1428,3/19/2018,159.71,159.89,156.45,157.35,5415258,IBM,0.736235595
1429,3/16/2018,160.06,161.98,159.64,160.26,8447294,IBM,1.849380362
1430,3/15/2018,158.71,161.25,158.52,159.61,3860479,IBM,-0.405590915
1431,3/14/2018,160.17,160.68,157.74,158.12,3614293,IBM,-0.933525468
1432,3/13/2018,160.09,162.11,158.81,159.32,4097662,IBM,0.758917278
1433,3/12/2018,159.64,161.02,158.87,160.26,5056489,IBM,0.590007532
1434,3/9/2018,157.47,159.58,157.3,159.31,4783247,IBM,-0.592786722
1435,3/8/2018,159,159.57,155.07,156.21,6095521,IBM,-1.945891658
1436,3/7/2018,155,158.83,154.73,158.32,4607677,IBM,1.350745791
1437,3/6/2018,157.28,157.89,155.16,155.72,3685736,IBM,-1.642243557
1438,3/5/2018,154.12,157.49,153.75,156.95,3670630,IBM,0.78987927
1439,3/2/2018,152.79,154.76,151.88,154.49,3261141,IBM,-1.567378146
1440,3/1/2018,155.53,156.97,152.79,153.81,4039339,IBM,-0.440157939
1441,2/28/2018,157.5,158.14,155.8,155.83,3761597,IBM,1.313308628
1442,2/27/2018,158.46,159.78,156.53,156.55,4192962,IBM,0.462041969
1443,2/26/2018,155.81,158.88,155.51,158.58,3576723,IBM,1.296710316
1444,2/23/2018,154.3,155.85,154.07,155.52,3208908,IBM,-1.929625426
1445,2/22/2018,154.5,155.04,152.79,153.18,4017699,IBM,-1.50462963
1446,2/21/2018,155.43,156.79,153.9,153.96,3492694,IBM,0.509204857
1447,2/20/2018,155.79,155.96,153.87,155.16,4267801,IBM,0.779423227
1448,2/16/2018,155.71,157.79,155.69,156.18,4239560,IBM,0.657385924
1449,2/15/2018,155.5,156.86,153.7,156.01,5525079,IBM,-0.108848764
1450,2/14/2018,150.19,155,150,154.76,5422862,IBM,-0.80123069
1451,2/13/2018,150.9,151.18,149.64,150.75,4854790,IBM,-2.591108814
1452,2/12/2018,150.9,152.4,150.3,151.4,5659623,IBM,0.431177446
1453,2/9/2018,148.6,150.54,144.4,149.51,7763603,IBM,-1.248348745
1454,2/8/2018,152.48,153.16,147.5,147.59,6599136,IBM,-1.284195037
1455,2/7/2018,154.17,155.34,153.28,153.85,6069258,IBM,4.241479775
1456,2/6/2018,150.29,155.49,149.11,155.34,9823824,IBM,0.968475788
1457,2/5/2018,157.89,158.5,150,152.53,8600416,IBM,-1.808935239
1458,2/2/2018,161.7,162,158.87,159.03,5174779,IBM,4.261456763
1459,2/1/2018,163.19,164.13,161.9,162.4,4422505,IBM,2.119097026
1460,1/31/2018,163.75,164.99,162.76,163.7,4025105,IBM,0.800492611
1461,1/30/2018,166.21,166.77,163.16,163.62,4796200,IBM,-0.048869884
1462,1/29/2018,167.45,168.39,166.01,166.8,3423903,IBM,1.943527686
1463,1/26/2018,166.12,167.41,165.79,167.34,3664496,IBM,0.323741007
1464,1/25/2018,165.91,166.78,165.19,165.47,3240177,IBM,-1.117485359
1465,1/24/2018,166.75,168.72,164.82,165.37,5507664,IBM,-0.060433916
1466,1/23/2018,162.82,166.26,162.51,166.25,7417268,IBM,0.53214005
1467,1/22/2018,161.51,163.98,161.11,162.6,8340507,IBM,-2.195488722
1468,1/19/2018,164.46,165.4,161.3,162.37,21079530,IBM,-0.141451415
1469,1/18/2018,170,171.13,168.15,169.12,10948033,IBM,4.157171891
1470,1/17/2018,168.01,169.13,167.26,168.65,11630539,IBM,-0.277909177
1471,1/16/2018,165.1,165.29,163.35,163.85,7588202,IBM,-2.846131041
1472,1/12/2018,164.02,164.74,163.03,163.14,5007254,IBM,-0.433323161
1473,1/11/2018,164.8,164.94,163.3,164.2,3783614,IBM,0.649748682
1474,1/10/2018,162.91,164.33,162.5,164.18,4150836,IBM,-0.012180268
1475,1/9/2018,163.9,164.53,163.06,163.83,4333418,IBM,-0.213180655
1476,1/8/2018,162.66,163.91,161.7,163.47,5101023,IBM,-0.219739974
1477,1/5/2018,162.44,162.9,161.1,162.49,5162075,IBM,-0.599498379
1478,1/4/2018,159.65,162.32,159.37,161.7,7363843,IBM,-0.486183765
1479,1/3/2018,157.34,159.81,156.33,158.49,9439063,IBM,-1.985157699
1480,1/2/2018,154.5,154.81,153.54,154.25,4195225,IBM,-2.67524765
1481,12/29/2017,154.17,154.72,153.42,153.42,3310894,IBM,-0.53808752
1482,12/28/2017,153.2,154.12,153.2,154.04,2669076,IBM,0.404119411
1483,12/27/2017,152.95,153.18,152.61,153.13,2116522,IBM,-0.590755648
1484,12/26/2017,152.51,153.86,152.5,152.83,2477240,IBM,-0.19591197
1485,12/22/2017,151.82,153,151.5,152.5,2982114,IBM,-0.215926193
1486,12/21/2017,153.17,153.46,151.49,151.5,4126632,IBM,-0.655737705
1487,12/20/2017,153.65,153.89,152.78,152.95,3771425,IBM,0.95709571
1488,12/19/2017,154.135,154.17,153.09,153.23,4111495,IBM,0.183066362
1489,12/18/2017,153.41,154.18,153.21,153.33,5054265,IBM,0.065261372
1490,12/15/2017,153.75,153.8,152.03,152.5,10469312,IBM,-0.541316116
1491,12/14/2017,154.5,155.11,153.7,154,4623845,IBM,0.983606557
1492,12/13/2017,156.6,156.73,153.89,153.91,5624428,IBM,-0.058441558
1493,12/12/2017,155.2,157.85,155.16,156.74,6314835,IBM,1.838736924
1494,12/11/2017,154.97,155.89,154.57,155.41,4068982,IBM,-0.848538982
1495,12/8/2017,153.94,155.03,153.55,154.81,3440847,IBM,-0.386075542
1496,12/7/2017,154.03,154.45,153.26,153.57,3768443,IBM,-0.800981849
1497,12/6/2017,155.69,156.22,154.09,154.1,3345712,IBM,0.345119489
1498,12/5/2017,156.45,156.74,154.68,155.35,5042724,IBM,0.811161583
1499,12/4/2017,155.67,156.8,155.07,156.46,4639109,IBM,0.71451561
1500,12/1/2017,154.4,155.02,152.91,154.76,5567852,IBM,-1.086539691
1501,11/30/2017,153.65,154.41,153.08,153.97,6500769,IBM,-0.510467821
1502,11/29/2017,152.81,153.61,152.17,153.55,5098702,IBM,-0.272780412
1503,11/28/2017,152.35,152.93,151.7,152.47,3915618,IBM,-0.703353956
1504,11/27/2017,152.06,152.49,151.62,151.98,3303663,IBM,-0.321374697
1505,11/24/2017,151.95,152.2,151.33,151.84,1193025,IBM,-0.092117384
1506,11/22/2017,152,152.39,151.33,151.77,3125416,IBM,-0.046101159
1507,11/21/2017,151.3,152.45,151.2,151.95,3756184,IBM,0.118600514
1508,11/20/2017,150.64,151.95,149.9,150.51,5654091,IBM,-0.947680158
1509,11/17/2017,149.34,150.15,148.83,148.97,4865373,IBM,-1.023187828
1510,11/16/2017,147.73,149.65,147.5,149.12,5393609,IBM,0.100691414
1511,11/15/2017,148,148.705,146.211,147.1,4695745,IBM,-1.354613734
1512,11/14/2017,147.95,148.97,147.49,148.89,3691934,IBM,1.216859279
1513,11/13/2017,148.88,149,147.92,148.4,5085257,IBM,-0.329102022
1514,11/10/2017,150.65,150.89,149.14,149.16,4304369,IBM,0.51212938
1515,11/9/2017,149.93,151.8,149.86,150.3,4770841,IBM,0.764279968
1516,11/8/2017,151.6,151.7944,150.28,151.57,4630031,IBM,0.844976713
1517,11/7/2017,151.37,151.51,150.5,151.35,3688378,IBM,-0.145147457
1518,11/6/2017,151.77,151.82,150.28,150.84,4498372,IBM,-0.336967294
1519,11/3/2017,153.42,153.47,151.49,151.58,4420582,IBM,0.490586051
1520,11/2/2017,154.18,154.49,152.91,153.35,3388284,IBM,1.167700224
1521,11/1/2017,154.1,154.9,153.83,154.03,3228302,IBM,0.443430062
1522,10/31/2017,154.33,154.93,152.93,154.06,4224346,IBM,0.019476725
1523,10/30/2017,153.76,154.59,152.71,154.36,4206189,IBM,0.194729326
1524,10/27/2017,154.54,154.63,152.911,153.68,4893779,IBM,-0.440528634
1525,10/26/2017,154.31,155.12,153.54,153.6,4253664,IBM,-0.052056221
1526,10/25/2017,156.01,156.37,153.06,153.495,5443794,IBM,-0.068359375
1527,10/24/2017,159.65,159.7,155.171,155.88,8173017,IBM,1.553796541
1528,10/23/2017,162.05,162.51,159.54,159.55,5765384,IBM,2.35437516
1529,10/20/2017,161.07,162.48,159.77,162.07,7848320,IBM,1.579442181
1530,10/19/2017,159.8,160.96,159.085,160.9,9878844,IBM,-0.721910286
1531,10/18/2017,157.12,161.23,156.95,159.53,30445283,IBM,-0.851460534
1532,10/17/2017,146.63,147.12,146.18,146.54,4941313,IBM,-8.14266909
1533,10/16/2017,147.22,147.67,146.51,146.83,3035184,IBM,0.197898185
1534,10/13/2017,147.48,147.85,146.94,147.1,2490548,IBM,0.183886127
1535,10/12/2017,147.56,147.89,146.77,147.03,3255559,IBM,-0.047586676
1536,10/11/2017,148.4,148.47,147.28,147.62,3674765,IBM,0.401278651
1537,10/10/2017,147.71,148.95,147.65,148.5,4028877,IBM,0.596125186
1538,10/9/2017,146.5,147.79,146.35,147.39,2678887,IBM,-0.747474747
1539,10/6/2017,146.64,146.85,146.32,146.48,2248474,IBM,-0.617409594
1540,10/5/2017,146.68,147.54,146.48,146.72,2536971,IBM,0.163844894
1541,10/4/2017,147,147.02,146.11,146.48,2225673,IBM,-0.163576881
1542,10/3/2017,146.69,147.1999,146.34,146.78,2285725,IBM,0.204806117
1543,10/2/2017,145.35,146.865,145.21,146.66,2955450,IBM,-0.081755007
1544,9/29/2017,145.45,145.69,144.92,145.08,2635887,IBM,-1.077321696
1545,9/28/2017,145.33,145.86,144.21,145.66,2763219,IBM,0.399779432
1546,9/27/2017,146.68,146.9,145.03,145.66,3446073,IBM,0
1547,9/26/2017,146.36,147.42,145.94,146.56,4106513,IBM,0.617877248
1548,9/25/2017,145.12,146.03,144.91,145.87,5179476,IBM,-0.470796943
1549,9/22/2017,145.59,145.59,144.59,145.13,2741663,IBM,-0.507301021
1550,9/21/2017,145.65,145.8911,145.1,145.26,2289276,IBM,0.089574864
1551,9/20/2017,144.93,145.88,144.42,145.88,5384615,IBM,0.426820873
1552,9/19/2017,144.79,144.98,144.22,144.39,3456574,IBM,-1.021387442
1553,9/18/2017,144.81,145.4799,144.27,144.55,3018012,IBM,0.110810998
1554,9/15/2017,144.82,145.17,144.08,144.82,7297773,IBM,0.186786579
1555,9/14/2017,145.86,146.38,145.51,145.54,3742944,IBM,0.497168899
1556,9/13/2017,145.35,146.29,145.34,145.99,4070378,IBM,0.309193349
1557,9/12/2017,145.11,146.37,144.51,145.76,5222522,IBM,-0.157545037
1558,9/11/2017,143.54,145.13,143.01,144.86,4549334,IBM,-0.617453348
1559,9/8/2017,143.15,143.15,141.64,142.45,3344701,IBM,-1.663675273
1560,9/7/2017,144.1,144.64,142.41,142.9,4155968,IBM,0.315900316
1561,9/6/2017,143.88,144.47,143.5,143.82,3205295,IBM,0.643806858
1562,9/5/2017,143.5,144.3575,142.7,143.04,3097503,IBM,-0.542344597
1563,9/1/2017,142.98,144.5,142.98,144.08,3348503,IBM,0.727069351
1564,8/31/2017,143.02,143.66,142.63,143.03,3614517,IBM,-0.728761799
1565,8/30/2017,143.26,143.28,142.41,142.56,2715466,IBM,-0.328602391
1566,8/29/2017,142.1,143.425,141.9,143.14,3000993,IBM,0.40684624
1567,8/28/2017,144.11,144.56,142.39,142.51,5086015,IBM,-0.440128545
1568,8/25/2017,143.3,144.19,143.25,143.74,2866131,IBM,0.863097327
1569,8/24/2017,142.5,143.68,142.25,142.94,3580245,IBM,-0.556560456
1570,8/23/2017,140.7,143.05,140.68,142.14,4035421,IBM,-0.559675388
1571,8/22/2017,140.64,141.15,140.38,141.01,2495902,IBM,-0.794990854
1572,8/21/2017,139.59,140.42,139.13,140.33,2949410,IBM,-0.482235302
1573,8/18/2017,140.87,141.15,139.58,139.7,4128761,IBM,-0.44894178
1574,8/17/2017,142.52,142.89,140.7,140.7,4342286,IBM,0.715819613
1575,8/16/2017,141.79,142.91,141.61,142.5,3239516,IBM,1.279317697
1576,8/15/2017,142.55,143.34,140.58,142.07,4652618,IBM,-0.301754386
1577,8/14/2017,142,142.76,141.94,142.32,2222304,IBM,0.175969592
1578,8/11/2017,142.45,142.59,141.52,141.84,3004040,IBM,-0.337268128
1579,8/10/2017,141.64,142.42,141.23,141.84,4378186,IBM,0
1580,8/9/2017,141.75,142.03,141.19,141.77,2920582,IBM,-0.049351382
1581,8/8/2017,142,142.76,142,142.11,3281972,IBM,0.239825069
1582,8/7/2017,145,145.09,142.75,143.47,4576508,IBM,0.957005137
1583,8/4/2017,145,145.39,144.4,145.16,2542800,IBM,1.177946609
1584,8/3/2017,144.43,145.34,144.43,144.94,3028769,IBM,-0.151556903
1585,8/2/2017,145.12,145.29,144.22,144.45,3400024,IBM,-0.338070926
1586,8/1/2017,145,145.67,144.72,145.3,3197848,IBM,0.588438906
1587,7/31/2017,144.38,144.93,144.17,144.67,4333680,IBM,-0.433585685
1588,7/28/2017,144.81,145.04,143.84,144.29,3022662,IBM,-0.262666759
1589,7/27/2017,145,145.395,143.64,145.07,6374650,IBM,0.540578003
1590,7/26/2017,146.27,146.46,144.47,145.36,3806651,IBM,0.199903495
1591,7/25/2017,146.57,147.49,146.03,146.19,4184435,IBM,0.570996147
1592,7/24/2017,147,147.04,145.8,145.99,3818232,IBM,-0.136808263
1593,7/21/2017,147.59,147.87,146.51,147.08,6456514,IBM,0.746626481
1594,7/20/2017,147.53,148.83,147.03,147.66,7105481,IBM,0.394343215
1595,7/19/2017,150.02,150.25,146.71,147.53,14043000,IBM,-0.088040092
1596,7/18/2017,152.36,154.29,152,154,6867302,IBM,4.385548702
1597,7/17/2017,153.59,153.88,152.2399,153.01,4751141,IBM,-0.642857143
1598,7/14/2017,154.01,154.615,153.4,154.24,3214337,IBM,0.803869028
1599,7/13/2017,153.7,154.19,153.19,153.63,2474847,IBM,-0.395487552
1600,7/12/2017,153.48,154.24,153.05,153.7,3090315,IBM,0.045564017
1601,7/11/2017,153.26,153.65,152.05,153.19,3431418,IBM,-0.331815224
1602,7/10/2017,152.91,153.89,152.63,153.42,2804780,IBM,0.150140349
1603,7/7/2017,152.62,153.49,152.14,152.94,2345721,IBM,-0.312866641
1604,7/6/2017,153.36,153.83,152.23,152.36,2735717,IBM,-0.379233686
1605,7/5/2017,155.77,155.89,153.63,153.67,3558639,IBM,0.859805723
1606,7/3/2017,153.58,156.025,153.52,155.58,2822499,IBM,1.242923147
1607,6/30/2017,154.28,154.5,153.14,153.83,3501395,IBM,-1.124823242
1608,6/29/2017,155.35,155.74,153.62,154.13,3245649,IBM,0.195020477
1609,6/28/2017,155.15,155.55,154.78,155.32,2203062,IBM,0.772075521
1610,6/27/2017,155,155.34,154.5,154.75,2385619,IBM,-0.36698429
1611,6/26/2017,154.71,155.75,154.63,155.23,2129945,IBM,0.310177706
1612,6/23/2017,154.34,154.68,153.8,154.11,3148468,IBM,-0.721510017
1613,6/22/2017,154.55,154.99,153.69,154.4,2361275,IBM,0.188177276
1614,6/21/2017,155.79,155.79,153.39,153.79,3934281,IBM,-0.39507772
1615,6/20/2017,154.48,155.389,154.25,154.95,4469538,IBM,0.75427531
1616,6/19/2017,155.51,155.86,154.54,154.84,4381436,IBM,-0.070990642
1617,6/16/2017,154.23,155.42,152.9676,155.38,6128190,IBM,0.348747094
1618,6/15/2017,153.29,154.69,153.29,154.22,4626272,IBM,-0.746556828
1619,6/14/2017,153.97,154.9399,152.94,153.81,3035864,IBM,-0.265853975
1620,6/13/2017,155.44,155.48,154.15,154.25,3509558,IBM,0.286067226
1621,6/12/2017,154.19,157.2,154.02,155.18,6461725,IBM,0.602917342
1622,6/9/2017,152,154.265,151.88,154.1,4355401,IBM,-0.695965975
1623,6/8/2017,151,152.82,150.92,152.1,3681319,IBM,-1.297858533
1624,6/7/2017,153.05,154.2,150.8,150.98,4858631,IBM,-0.736357659
1625,6/6/2017,152,152.89,152,152.37,3786593,IBM,0.920651742
1626,6/5/2017,151.82,152.93,151.6826,152.41,3971157,IBM,0.026251887
1627,6/2/2017,153.07,153.2,151.8,152.05,3573193,IBM,-0.236204973
1628,6/1/2017,152.8,152.87,151.63,152.67,2904189,IBM,0.407760605
1629,5/31/2017,152.03,152.8,151.65,152.63,3496466,IBM,-0.026200301
1630,5/30/2017,151.95,152.67,151.59,151.73,3609710,IBM,-0.589661272
1631,5/26/2017,152.85,153,152.06,152.49,2440117,IBM,0.500889738
1632,5/25/2017,153.25,153.73,152.9459,153.2,2579828,IBM,0.465604302
1633,5/24/2017,152.21,152.76,151.23,152.51,3731333,IBM,-0.450391645
1634,5/23/2017,152.57,153.68,151.92,152.03,2563975,IBM,-0.31473346
1635,5/22/2017,152.1,152.84,151.5992,152.64,3248372,IBM,0.401236598
1636,5/19/2017,151.01,152.46,150.89,151.98,5617824,IBM,-0.432389937
1637,5/18/2017,150.86,151.33,150.11,150.78,3268772,IBM,-0.789577576
1638,5/17/2017,153.3,154.14,150.89,150.93,5048937,IBM,0.09948269
