,Date,Open,High,Low,Close,Volume,Name,Pct Returns
2449,2/27/2014,183.83,185.95,183.81,185.27,3827800,IBM,0.054004428
2450,2/26/2014,183.94,185.28,183.56,184.06,3740700,IBM,-0.65310088
2451,2/25/2014,183.52,184.6,182.88,183.23,3902300,IBM,-0.450939911
2452,2/24/2014,182.82,185.16,182.82,183.45,4595300,IBM,0.120067675
2453,2/21/2014,184.25,185.71,182.62,182.79,5699300,IBM,-0.359771055
2454,2/20/2014,182.96,184.8599,182.79,184.26,4968200,IBM,0.804201543
2455,2/19/2014,182.74,185.65,182.41,182.95,4671500,IBM,-0.710951916
2456,2/18/2014,183.18,184,182.32,183.19,4435200,IBM,0.131183383
2457,2/14/2014,181.26,184.43,180.99,183.69,4659900,IBM,0.272940663
2458,2/13/2014,178.22,182.36,177.86,181.84,4482000,IBM,-1.00713158
2459,2/12/2014,179.52,181.25,179.26,180.24,3983000,IBM,-0.879894413
2460,2/11/2014,176.81,180.39,176.8,179.7,4647300,IBM,-0.299600533
2461,2/10/2014,176.97,177.65,176.25,177.14,3540400,IBM,-1.42459655
2462,2/7/2014,175.64,177.56,175.07,177.25,4692900,IBM,0.062097776
2463,2/6/2014,173.97,174.85,173.79,174.67,4292200,IBM,-1.455571227
2464,2/5/2014,172.19,174.97,172.19,174.24,4712300,IBM,-0.246178508
2465,2/4/2014,173.53,173.75,172.36,172.84,4349800,IBM,-0.80348944
2466,2/3/2014,176.02,176.02,172.72,172.9,7186800,IBM,0.034714187
2467,1/31/2014,176.11,177.835,175.34,176.68,5193400,IBM,2.186234818
2468,1/30/2014,177.17,177.86,176.36,177.36,4853700,IBM,0.384876613
2469,1/29/2014,175.98,178.53,175.89,176.4,4970900,IBM,-0.541271989
2470,1/28/2014,178.05,178.45,176.16,176.85,5333300,IBM,0.255102041
2471,1/27/2014,179.605,179.65,177.66,177.9,5208600,IBM,0.593723494
2472,1/24/2014,181.25,182.8141,179.64,179.64,6890600,IBM,0.978077572
2473,1/23/2014,181.43,183.72,180.71,182.73,6973900,IBM,1.72010688
2474,1/22/2014,181.28,183.5,179.67,182.25,13796100,IBM,-0.262682647
2475,1/21/2014,190.23,190.39,186.79,188.43,11076300,IBM,3.390946502
2476,1/17/2014,188.04,190.81,187.86,190.09,7644600,IBM,0.880963753
2477,1/16/2014,187.53,188.99,186.8,188.76,4770300,IBM,-0.699668578
2478,1/15/2014,185.82,188.65,185.49,187.74,4816500,IBM,-0.540368722
2479,1/14/2014,185.06,186.428,183.8818,185.92,4619200,IBM,-0.969425802
2480,1/13/2014,186.26,186.95,183.86,184.16,5784700,IBM,-0.946643718
2481,1/10/2014,188.31,188.57,186.28,187.26,4022400,IBM,1.683318853
2482,1/9/2014,189.02,189.5,186.55,187.38,4321300,IBM,0.064082025
2483,1/8/2014,189.33,189.4175,187.26,187.97,4603700,IBM,0.314868182
2484,1/7/2014,186.39,190.35,186.38,189.71,5932300,IBM,0.92567963
2485,1/6/2014,187.15,187.355,185.3,186,4067800,IBM,-1.955616467
2486,1/3/2014,185.83,187.35,185.3,186.64,4063200,IBM,0.344086022
2487,1/2/2014,187.21,187.4,185.2,185.53,4546500,IBM,-0.594727818
2488,12/31/2013,186.49,187.79,186.3,187.57,3619700,IBM,1.099552633
2489,12/30/2013,185.32,186.7,184.67,186.41,3018600,IBM,-0.618435784
2490,12/27/2013,185.84,186.5,184.56,185.08,3381600,IBM,-0.713481036
2491,12/26/2013,183.56,185.56,183.51,185.35,3325700,IBM,0.145882861
2492,12/24/2013,181.955,183.5,181.91,183.22,1613600,IBM,-1.149177232
2493,12/23/2013,181.05,182.93,180.61,182.23,4079900,IBM,-0.540334025
2494,12/20/2013,180.12,182,180.02,180.02,7653500,IBM,-1.212753114
2495,12/19/2013,177.88,180.54,177.88,180.22,5927000,IBM,0.111098767
2496,12/18/2013,176.45,178.74,174.851,178.7,5697700,IBM,-0.843413606
2497,12/17/2013,177.36,177.49,175.12,175.76,5471900,IBM,-1.645215445
2498,12/16/2013,173.22,178.35,172.73,177.85,7517000,IBM,1.189121529
2499,12/13/2013,173.52,174.379,172.73,172.8,4184400,IBM,-2.839471465
2500,12/12/2013,175.06,175.8,173.3,173.37,5671600,IBM,0.329861111
2501,12/11/2013,177,177.76,175.1,175.2,4090400,IBM,1.055545942
2502,12/10/2013,176.9,177.67,176.06,177.12,4127800,IBM,1.095890411
2503,12/9/2013,177.99,178.152,176.83,177.46,3796600,IBM,0.191960253
2504,12/6/2013,176.7,178,176.01,177.67,4739800,IBM,0.118336527
2505,12/5/2013,176.15,176.86,175.28,176.08,4384900,IBM,-0.894917544
2506,12/4/2013,175.37,177.5,175.16,175.74,5267400,IBM,-0.193094048
2507,12/3/2013,177,178.23,175.64,176.08,5864000,IBM,0.193467623
2508,12/2/2013,179.46,179.59,177.12,177.48,4560000,IBM,0.795093139
2509,11/29/2013,179.21,180.76,179,179.68,2870500,IBM,1.23957629
2510,11/27/2013,177.83,180.18,177.82,178.97,4596500,IBM,-0.395146928
2511,11/26/2013,178.67,178.94,177.31,177.31,5756000,IBM,-0.927529754
2512,11/25/2013,180.25,180.75,177.82,178.94,7161900,IBM,0.919293892
2513,11/22/2013,183.5001,184.99,179.92,181.3,7610200,IBM,1.318877836
2514,11/21/2013,185.54,185.75,183.411,184.13,4459500,IBM,1.560948704
2515,11/20/2013,185.22,186.24,184.645,185.19,3645800,IBM,0.575680226
2516,11/19/2013,184.63,186.2,184.15,185.25,4577000,IBM,0.032399158
2517,11/18/2013,183.52,184.99,183.27,184.47,5344900,IBM,-0.421052632
2518,11/15/2013,182.38,183.28,181.16,183.19,5176100,IBM,-0.693879764
2519,11/14/2013,180.48,183.2,179.66,182.21,6321500,IBM,-0.534963699
2520,11/13/2013,182.27,183.55,181.59,183.55,4704400,IBM,0.73541518
2521,11/12/2013,182.53,184.0487,182.26,183.07,4258500,IBM,-0.261509126
2522,11/11/2013,180.19,183.39,180.04,182.88,5222300,IBM,-0.103785437
2523,11/8/2013,178.83,180.08,177.35,179.99,6275000,IBM,-1.580271216
2524,11/7/2013,179.6,181.39,179.6,180,5219500,IBM,0.005555864
2525,11/6/2013,177.91,179.75,177.78,179.19,4560700,IBM,-0.45
2526,11/5/2013,179.54,179.8,177.71,177.85,6096800,IBM,-0.747809588
2527,11/4/2013,179.9,180.8,179.34,180.27,3483300,IBM,1.360697217
2528,11/1/2013,179.81,180.339,178.88,179.23,3644500,IBM,-0.576912409
2529,10/31/2013,179.65,181.67,179.04,179.21,4318100,IBM,-0.011158846
2530,10/30/2013,181.69,182.18,179.86,180.15,5273700,IBM,0.524524301
2531,10/29/2013,177.62,182.32,177.5,182.12,8904600,IBM,1.093533167
2532,10/28/2013,177.04,177.89,176.2,177.35,3712700,IBM,-2.619152207
2533,10/25/2013,178.43,179.1,176.26,176.85,4842800,IBM,-0.28192839
2534,10/24/2013,176.43,177.89,176.25,177.8,5533300,IBM,0.5371784
2535,10/23/2013,175.09,175.99,174.4,175.77,5409400,IBM,-1.141732283
2536,10/22/2013,173.35,175.57,172.9512,174.97,6977300,IBM,-0.45514024
2537,10/21/2013,174.42,174.75,172.6301,172.86,7098700,IBM,-1.205921015
2538,10/18/2013,174.8,175,173.25,173.78,10548000,IBM,0.532222608
2539,10/17/2013,173.84,177,172.57,174.83,22368900,IBM,0.604212222
2540,10/16/2013,185.42,186.73,184.994,186.73,6718000,IBM,6.806612138
2541,10/15/2013,185.74,185.94,184.22,184.66,3365100,IBM,-1.108552455
2542,10/14/2013,185.41,186.99,184.42,186.97,2663100,IBM,1.250947688
2543,10/11/2013,185.25,186.23,184.12,186.16,3232600,IBM,-0.433224581
2544,10/10/2013,183.17,184.77,182.358,184.77,3658900,IBM,-0.746669532
2545,10/9/2013,179.37,181.67,179.1,181.32,4423500,IBM,-1.867186232
2546,10/8/2013,181.89,181.99,178.71,178.72,5578300,IBM,-1.433928965
2547,10/7/2013,181.85,183.31,181.85,182.01,3966400,IBM,1.840868397
2548,10/4/2013,184.17,185.13,183.58,184.1,2863600,IBM,1.148288556
2549,10/3/2013,184.7,184.96,183,183.86,3211800,IBM,-0.130363933
2550,10/2/2013,185.54,186.3099,184.41,184.96,3617100,IBM,0.598281301
2551,10/1/2013,185.34,186.65,184.65,186.38,2681200,IBM,0.767733564
2552,9/30/2013,185.56,186.74,184.34,185.18,3978200,IBM,-0.643845906
2553,9/27/2013,188.92,188.94,186.45,186.92,3905500,IBM,0.93962631
2554,9/26/2013,190.1,191.76,189.455,190.22,2093600,IBM,1.76546116
2555,9/25/2013,190.14,190.62,188.5,189.47,2654500,IBM,-0.394280307
2556,9/24/2013,190.93,191.56,189.66,189.97,3085300,IBM,0.26389402
2557,9/23/2013,190.06,192.41,189.3301,190.99,3340800,IBM,0.536926883
2558,9/20/2013,193.96,194.4299,190.02,190.02,8525900,IBM,-0.507879994
2559,9/19/2013,194.18,194.89,193.22,193.39,3178100,IBM,1.773497527
2560,9/18/2013,192.6,194.89,192,194.42,3841800,IBM,0.532602513
2561,9/17/2013,193.42,194.15,191.83,192.16,2930900,IBM,-1.162431849
2562,9/16/2013,193.7,194.81,192.61,193.15,3902400,IBM,0.51519567
2563,9/13/2013,191.21,193.1,191,192.17,3710400,IBM,-0.507377686
2564,9/12/2013,190.96,191.32,189.85,190.73,3354800,IBM,-0.749336525
2565,9/11/2013,186.83,190.87,186.82,190.7,4962900,IBM,-0.015729041
2566,9/10/2013,187.2,187.65,186.37,186.6,3149600,IBM,-2.149973781
2567,9/9/2013,183.68,185.49,183.31,184.98,3017200,IBM,-0.868167203
2568,9/6/2013,184.65,184.99,182.65,183.03,2903500,IBM,-1.054168018
2569,9/5/2013,183.35,185,183.07,184.15,2867600,IBM,0.611921543
2570,9/4/2013,183.58,184.19,182.31,183.13,2597900,IBM,-0.55389628
2571,9/3/2013,183.63,184.32,182.51,183.96,3487200,IBM,0.453229946
2572,8/30/2013,182.75,182.99,181.51,182.27,2731000,IBM,-0.918677973
2573,8/29/2013,181.96,183.7,181.44,182.64,2980900,IBM,0.202995556
2574,8/28/2013,182.68,183.47,181.1,182.16,3979200,IBM,-0.262812089
2575,8/27/2013,183.63,184.5,182.5701,182.74,3190700,IBM,0.318401405
2576,8/26/2013,185.27,187,184.68,184.74,2170400,IBM,1.094451133
2577,8/23/2013,185.34,185.74,184.57,185.42,2292700,IBM,0.368084876
2578,8/22/2013,185.65,186.25,184.25,185.19,2354300,IBM,-0.124042714
2579,8/21/2013,184.67,186.57,184.28,184.86,3551000,IBM,-0.178195367
2580,8/20/2013,184.37,185.63,183.1685,184.56,3117800,IBM,-0.162284972
2581,8/19/2013,185.3,186.5,183.9787,184.23,3248900,IBM,-0.178803641
2582,8/16/2013,185.54,186.46,185.34,185.34,3426400,IBM,0.602507735
2583,8/15/2013,186.23,187,185.45,185.79,3692400,IBM,0.242797022
2584,8/14/2013,188.58,188.926,187.3,187.53,2892300,IBM,0.936541256
2585,8/13/2013,189.54,189.99,187.56,188.42,3542900,IBM,0.474590732
2586,8/12/2013,186.97,189.556,186.89,189.09,3026500,IBM,0.355588579
2587,8/9/2013,188,189.16,187,187.82,3249600,IBM,-0.671637844
2588,8/8/2013,189.45,189.87,186.79,187.93,4547600,IBM,0.058566713
2589,8/7/2013,189.6,189.93,188.05,188.56,3901700,IBM,0.335231203
2590,8/6/2013,192.26,192.51,190.27,190.99,5938500,IBM,1.288714468
2591,8/5/2013,195.16,195.88,194.35,195.5,2490900,IBM,2.361380177
2592,8/2/2013,195.5,195.5,193.2215,195.16,3874000,IBM,-0.173913043
2593,8/1/2013,196.65,197.17,195.41,195.81,2877700,IBM,0.333060053
2594,7/31/2013,194.49,196.9099,194.49,195.04,3810000,IBM,-0.393238343
2595,7/30/2013,196.99,197.83,195.81,196.01,2663200,IBM,0.49733388
2596,7/29/2013,196.83,197.19,195.53,196.21,2113700,IBM,0.10203561
2597,7/26/2013,196.59,197.37,195,197.35,2485100,IBM,0.581010142
2598,7/25/2013,196.3,197.83,195.66,197.22,3014300,IBM,-0.065872815
2599,7/24/2013,195.95,197.3,195.861,196.61,2957900,IBM,-0.30929926
2600,7/23/2013,194.21,196.43,194.1,194.98,2863800,IBM,-0.829052439
2601,7/22/2013,193.4,195.79,193.2804,194.09,3398000,IBM,-0.456457073
2602,7/19/2013,197.91,197.99,193.24,193.54,6997600,IBM,-0.283373693
2603,7/18/2013,198.27,200.94,195.99,197.99,8393400,IBM,2.299266302
2604,7/17/2013,194.72,194.89,193.03,194.55,6868400,IBM,-1.737461488
2605,7/16/2013,194.04,194.58,192.685,193.85,3745300,IBM,-0.359804677
2606,7/15/2013,192.42,194.89,191.68,194,5674700,IBM,0.077379417
2607,7/12/2013,193.07,193.6999,191.5901,192.07,4494700,IBM,-0.994845361
2608,7/11/2013,193.78,194.11,192.61,192.8,4177500,IBM,0.380069766
2609,7/10/2013,191.51,193.43,191.2714,192.25,3892000,IBM,-0.28526971
2610,7/9/2013,191.88,192.8,190.78,191.3,5204200,IBM,-0.494148244
2611,7/8/2013,195.6,195.78,194.61,194.98,2947500,IBM,1.923680084
2612,7/5/2013,194.49,195.16,192.35,194.93,2405400,IBM,-0.025643656
2613,7/3/2013,190.65,194.22,190.51,193.25,1872600,IBM,-0.861847843
2614,7/2/2013,190.78,193.23,190.26,191.5,3657700,IBM,-0.905562743
2615,7/1/2013,192.15,193.8,191.12,191.28,4442400,IBM,-0.114882507
2616,6/28/2013,191.73,192.66,188.41,191.11,10055800,IBM,-0.088874948
2617,6/27/2013,196.05,196.9,195.29,195.65,3514200,IBM,2.375595207
2618,6/26/2013,195.97,196.23,194.5,194.86,3320200,IBM,-0.403782264
2619,6/25/2013,195.31,195.59,193.15,194.98,3846200,IBM,0.061582675
2620,6/24/2013,193.99,194.91,191.34,193.54,4356200,IBM,-0.738537286
2621,6/21/2013,198.5,198.52,193.5401,195.46,8914800,IBM,0.992042989
2622,6/20/2013,200.67,201.7,197.28,197.35,4514800,IBM,0.96694976
2623,6/19/2013,204.44,205.03,201.93,201.94,2846100,IBM,2.325817076
2624,6/18/2013,203.02,206.09,202.87,204.87,3277800,IBM,1.450926018
2625,6/17/2013,203.44,205.1713,202.55,203.04,3219900,IBM,-0.893249378
2626,6/14/2013,203.97,204.745,201.81,202.2,2804500,IBM,-0.413711584
2627,6/13/2013,201.01,204.4,200.34,203.77,2899500,IBM,0.776458952
2628,6/12/2013,204.59,205.23,200.51,201.2,3409800,IBM,-1.261225892
2629,6/11/2013,203.17,205.95,202.51,203.98,2814400,IBM,1.381709742
2630,6/10/2013,206.97,206.98,204.9,205.02,2652300,IBM,0.509853907
2631,6/7/2013,204.85,206.35,204.11,206.35,2953400,IBM,0.648717198
2632,6/6/2013,203,204.2,201.47,203.8,3679400,IBM,-1.235764478
2633,6/5/2013,205.16,206.29,202.4,202.74,4215400,IBM,-0.520117763
2634,6/4/2013,208.6,209,205.08,206.19,3598300,IBM,1.70168689
2635,6/3/2013,208.25,210.05,207.33,208.95,3322000,IBM,1.338571221
2636,5/31/2013,208.59,211.98,208.02,208.02,4949000,IBM,-0.445082556
2637,5/30/2013,206.97,210.99,206.97,209.36,4399700,IBM,0.64416883
2638,5/29/2013,206.22,208.42,206.04,207.92,3439400,IBM,-0.68781047
2639,5/28/2013,207.44,208.59,207.16,207.78,4011500,IBM,-0.06733359
2640,5/24/2013,204.69,206.43,204.42,205.72,3295800,IBM,-0.991433247
2641,5/23/2013,205.48,208.61,205.13,206.16,5179100,IBM,0.213882948
2642,5/22/2013,208.5,210.15,206.121,206.99,5186800,IBM,0.402599922
2643,5/21/2013,207.24,209.48,207,208.65,2982900,IBM,0.80197111
2644,5/20/2013,208.02,209.15,207.42,207.6,3614500,IBM,-0.503235083
2645,5/17/2013,205.25,209.5,204.99,208.44,5704100,IBM,0.404624277
2646,5/16/2013,204,206.59,204,204.69,4507000,IBM,-1.799078872
2647,5/15/2013,202.25,203.6799,202.04,203.32,4028100,IBM,-0.669304802
2648,5/14/2013,202.09,203.67,202.08,203.21,3699700,IBM,-0.054101908
2649,5/13/2013,204.18,204.47,202.22,202.47,3648400,IBM,-0.364155307
2650,5/10/2013,203.37,204.53,202.82,204.47,3279200,IBM,0.987800662
2651,5/9/2013,204.69,205,202.72,203.24,3542300,IBM,-0.60155524
2652,5/8/2013,202.94,204.85,202.51,204.82,3601700,IBM,0.777406022
2653,5/7/2013,202.81,203.73,201.65,203.63,3451000,IBM,-0.580997949
2654,5/6/2013,203.79,203.99,201.52,202.78,4826500,IBM,-0.417423759
2655,5/3/2013,203.94,205.319,203.75,204.51,4492700,IBM,0.853141335
2656,5/2/2013,200.12,202.43,199.75,202.39,3945100,IBM,-1.036624126
2657,5/1/2013,201.87,202.17,199.2,199.63,4899100,IBM,-1.36370374
2658,4/30/2013,199.13,202.59,197.35,202.54,7539900,IBM,1.457696739
2659,4/29/2013,194.78,199.68,194.65,199.15,5932400,IBM,-1.673743458
2660,4/26/2013,194.16,194.71,193.25,194.31,3490300,IBM,-2.430328898
2661,4/25/2013,192.69,195.17,192.32,193.95,4650900,IBM,-0.185270959
2662,4/24/2013,192.16,192.5,191.09,191.71,3693900,IBM,-1.154936839
2663,4/23/2013,189.27,192.555,188.61,191.61,6296100,IBM,-0.05216212
2664,4/22/2013,191.15,191.38,187.68,187.83,9845400,IBM,-1.972757163
2665,4/19/2013,195.74,196.5,189.76,190,18847000,IBM,1.155300005
2666,4/18/2013,210.11,210.25,206.15,207.15,6502000,IBM,9.026315789
2667,4/17/2013,210.53,211.09,209.5,209.67,3269800,IBM,1.216509776
2668,4/16/2013,210.84,212,209.2,212,2859500,IBM,1.111270091
2669,4/15/2013,210.44,211.69,209.26,209.26,4218100,IBM,-1.29245283
2670,4/12/2013,210.79,211.49,209.78,211.38,3165400,IBM,1.013093759
2671,4/11/2013,211.5,213.09,210.85,212.92,3655600,IBM,0.728545747
2672,4/10/2013,211.86,212.51,210.47,212,3524200,IBM,-0.432087169
2673,4/9/2013,209.56,210,208.61,209.22,2577300,IBM,-1.311320755
2674,4/8/2013,209.07,209.32,207.33,209.32,2351200,IBM,0.047796578
2675,4/5/2013,209.1,209.84,206.34,209.41,4148000,IBM,0.042996369
2676,4/4/2013,212.77,212.93,210.04,211.31,3709500,IBM,0.907311017
2677,4/3/2013,214.32,214.89,212.6275,212.66,3128800,IBM,0.6388718
2678,4/2/2013,212.92,214.71,211.57,214.36,3116800,IBM,0.7993981
2679,4/1/2013,212.8,213.5,211.25,212.38,2144500,IBM,-0.923679791
2680,3/28/2013,209.83,213.44,209.735,213.3,3749900,IBM,0.433185799
2681,3/27/2013,210.96,212.16,210.1,210.89,3223400,IBM,-1.129864041
2682,3/26/2013,211.77,212.504,211.5,212.36,2300300,IBM,0.697045853
2683,3/25/2013,212.54,212.81,210.05,210.74,3242500,IBM,-0.762855528
2684,3/22/2013,212.21,213.17,211.619,212.08,3031500,IBM,0.635854608
2685,3/21/2013,212.96,213,210.11,212.26,5830400,IBM,0.084873633
2686,3/20/2013,214.76,215.82,214.3,215.06,3019000,IBM,1.319136908
2687,3/19/2013,214.13,215.12,211.829,213.44,3198600,IBM,-0.753278155
2688,3/18/2013,212.9,214.5,212.64,213.21,3006000,IBM,-0.107758621
2689,3/15/2013,215.38,215.9,213.41,214.92,7930300,IBM,0.802026171
2690,3/14/2013,212.15,215.86,212.15,215.8,5505500,IBM,0.409454681
2691,3/13/2013,210.2001,212.36,209.77,212.06,3355900,IBM,-1.733086191
2692,3/12/2013,209.4,210.73,209.09,210.55,3591600,IBM,-0.712062624
2693,3/11/2013,210.04,210.1999,209.04,210.08,3049700,IBM,-0.223224887
2694,3/8/2013,209.85,210.74,209.43,210.38,3700500,IBM,0.142802742
2695,3/7/2013,208.29,209.6,208.24,209.42,3884400,IBM,-0.45631714
2696,3/6/2013,207.03,208.49,206.66,208.38,3594800,IBM,-0.496609684
2697,3/5/2013,205.86,207.7,205.69,206.53,3807800,IBM,-0.887801133
2698,3/4/2013,202.59,205.19,202.55,205.19,3693400,IBM,-0.648816153
2699,3/1/2013,200.65,202.94,199.36,202.91,3308300,IBM,-1.111165261
2700,2/28/2013,202.18,203.123,200.79,200.83,4689200,IBM,-1.025085013
2701,2/27/2013,198.89,202.75,198.6,202.33,4185100,IBM,0.746900363
2702,2/26/2013,198.63,199.9,197.84,199.14,3391600,IBM,-1.576632234
2703,2/25/2013,201.67,202.49,197.51,197.51,3844800,IBM,-0.818519634
2704,2/22/2013,199.23,201.09,198.84,201.09,3107900,IBM,1.812566452
2705,2/21/2013,198.63,199.07,198.11,198.33,3922900,IBM,-1.372519767
2706,2/20/2013,200.62,201.72,198.86,199.31,3715400,IBM,0.494125952
2707,2/19/2013,200.6,201.89,200.22,200.32,2998300,IBM,0.506748282
2708,2/15/2013,199.98,201.25,199.82,200.98,3627800,IBM,0.329472843
2709,2/14/2013,199.73,200.32,199.26,199.65,3294200,IBM,-0.661757389
2710,2/13/2013,200.65,200.95,199.57,200.09,2169800,IBM,0.220385675
2711,2/12/2013,200.01,200.735,199.02,200.04,2461800,IBM,-0.024988755
2712,2/11/2013,200.98,201.95,199.75,200.16,2944700,IBM,0.059988002
2713,2/8/2013,199.97,202.09,199.68,201.68,2893300,IBM,0.759392486
2714,2/7/2013,200.62,200.91,198.68,199.74,3076700,IBM,-0.961919873
2715,2/6/2013,200.39,201.29,199.56,201.02,3624200,IBM,0.640833083
2716,2/5/2013,204.31,204.75,202.51,202.79,3636900,IBM,0.880509402
2717,2/4/2013,204.19,205.02,203.57,203.79,3188800,IBM,0.493120963
2718,2/1/2013,204.65,205.35,203.84,205.18,3370700,IBM,0.682074685
2719,1/31/2013,203.32,204.4699,202.96,203.07,3091400,IBM,-1.028365338
2720,1/30/2013,203.69,204.88,203.186,203.52,2998400,IBM,0.221598464
2721,1/29/2013,204.34,205.7301,203.64,203.9,3617100,IBM,0.186713836
2722,1/28/2013,204.85,206.22,204.29,204.93,2823700,IBM,0.505149583
2723,1/25/2013,204.45,205.18,204.13,204.97,3358900,IBM,0.01951886
2724,1/24/2013,203.91,205.06,203.08,204.42,4447200,IBM,-0.268331951
2725,1/23/2013,203.5,208.58,203.36,204.72,12530500,IBM,0.146756677
2726,1/22/2013,194.36,196.08,194.01,196.08,7172300,IBM,-4.220398593
2727,1/18/2013,194.03,195,193.8,194.47,4559600,IBM,-0.821093431
2728,1/17/2013,193.85,194.46,193.24,193.65,3881600,IBM,-0.421658868
2729,1/16/2013,192,193.18,191.35,192.59,2962900,IBM,-0.547379293
2730,1/15/2013,191.31,192.73,190.39,192.5,4172100,IBM,-0.046731398
2731,1/14/2013,192.82,193.28,191.75,192.62,4172200,IBM,0.062337662
2732,1/11/2013,194.15,195,192.9,194.45,3880400,IBM,0.950057107
2733,1/10/2013,192.65,192.96,191.28,192.88,3608100,IBM,-0.807405503
2734,1/9/2013,193.48,193.49,191.65,192.32,3212000,IBM,-0.29033596
2735,1/8/2013,192.92,193.3,191.605,192.87,3026900,IBM,0.285981697
2736,1/7/2013,193.4,193.78,192.34,193.14,2862300,IBM,0.139990667
2737,1/4/2013,194.19,194.46,192.78,193.99,3380200,IBM,0.440095268
2738,1/3/2013,195.67,196.29,194.44,195.27,3644700,IBM,0.659827826
2739,1/2/2013,194.09,196.35,193.8,196.35,4234100,IBM,0.55308035
2740,12/31/2012,189.23,191.68,188.84,191.55,4684900,IBM,-2.444614209
2741,12/28/2012,191.11,192.22,189.83,189.83,3536600,IBM,-0.897937875
2742,12/27/2012,191.53,193.28,190.7,192.71,3967600,IBM,1.517146921
2743,12/26/2012,192.21,193.53,190.95,191.95,2776500,IBM,-0.394374968
2744,12/24/2012,193.05,193.83,192.02,192.4,1631200,IBM,0.234436051
2745,12/21/2012,193.1,194.5,191.57,193.42,8225300,IBM,0.53014553
2746,12/20/2012,194.47,194.95,193.16,194.77,4184500,IBM,0.697962982
2747,12/19/2012,195.46,196.45,195,195.08,4270500,IBM,0.159162089
2748,12/18/2012,193.85,195.92,193.84,195.69,4125900,IBM,0.312692229
2749,12/17/2012,191.76,193.91,191.76,193.62,3792400,IBM,-1.057795493
2750,12/14/2012,191.69,193.4,191.26,191.76,3826900,IBM,-0.960644562
2751,12/13/2012,192.18,193.05,191.37,191.99,3623200,IBM,0.119941594
2752,12/12/2012,194.6,194.75,192.46,192.95,4241900,IBM,0.500026043
2753,12/11/2012,193.18,194.8,193.15,194.2,4144000,IBM,0.647836227
2754,12/10/2012,192.17,193.54,191.65,192.62,3438500,IBM,-0.813594233
2755,12/7/2012,190.14,192.2,190.11,191.95,4091300,IBM,-0.347835116
2756,12/6/2012,189.17,190.18,188.41,189.7,3216600,IBM,-1.172180255
2757,12/5/2012,189.01,189.46,186.94,188.65,4202100,IBM,-0.553505535
2758,12/4/2012,189.71,190.75,189.02,189.36,3990700,IBM,0.376358336
2759,12/3/2012,190.76,191.3,188.36,189.48,3349600,IBM,0.063371356
2760,11/30/2012,191.75,192,189.501,190.07,4936400,IBM,0.31137851
2761,11/29/2012,192.75,192.9,190.2,191.53,4077900,IBM,0.768138054
2762,11/28/2012,190.98,192.04,189.27,191.98,3603600,IBM,0.234950138
2763,11/27/2012,192.08,193.05,191,191.23,3290900,IBM,-0.390665694
2764,11/26/2012,192.45,193.37,191.77,192.88,5210300,IBM,0.862835329
2765,11/23/2012,191,193.49,190.8,193.49,3877600,IBM,0.316258814
2766,11/21/2012,189.3,190.89,188.95,190.29,5189600,IBM,-1.653832239
2767,11/20/2012,189.88,190.11,188.25,189.2,3170200,IBM,-0.572809922
2768,11/19/2012,188.62,190.39,188.3,190.35,3588900,IBM,0.60782241
2769,11/16/2012,186.33,187.56,185.1,186.94,4660800,IBM,-1.791436827
2770,11/15/2012,185.83,187.2,184.78,185.85,3411700,IBM,-0.583074783
2771,11/14/2012,189.14,189.27,185.28,185.51,4404400,IBM,-0.182943234
2772,11/13/2012,188.39,190.88,188.25,188.32,3406700,IBM,1.514743141
2773,11/12/2012,190.03,190.77,187.407,189.25,3067400,IBM,0.493840272
2774,11/9/2012,189.85,191.64,188.88,189.64,3671600,IBM,0.206076618
2775,11/8/2012,191.4,191.81,190.09,190.1,3542200,IBM,0.24256486
2776,11/7/2012,193.36,193.68,191.16,191.16,4746200,IBM,0.557601262
2777,11/6/2012,195.26,196.75,194.68,195.07,3281000,IBM,2.045406989
2778,11/5/2012,192.36,194.97,192.01,194.14,2736200,IBM,-0.476751935
2779,11/2/2012,197.53,198,193.29,193.43,4260100,IBM,-0.365715463
2780,11/1/2012,194.96,197.89,194.55,197.15,3758800,IBM,1.923176343
2781,10/31/2012,194.8,196.41,193.63,194.53,6052300,IBM,-1.328937357
2782,10/26/2012,191.49,193.87,191.47,193.27,4006500,IBM,-0.647715005
2783,10/25/2012,191.41,192.44,190.71,191.6,3249600,IBM,-0.864076163
2784,10/24/2012,192.44,193.29,190.56,190.72,3738000,IBM,-0.459290188
2785,10/23/2012,193.53,194,190.94,191.25,4427400,IBM,0.277894295
2786,10/22/2012,193.71,194.68,192.44,194.4,4402500,IBM,1.647058824
2787,10/19/2012,195.29,196.08,193.18,193.36,6620300,IBM,-0.534979424
2788,10/18/2012,199.91,200.14,194.07,194.96,9295900,IBM,0.827472073
2789,10/17/2012,201.21,203.41,198.55,200.63,12673900,IBM,2.90828888
2790,10/16/2012,209.94,211,209.474,211,5632100,IBM,5.168718537
2791,10/15/2012,208.88,209.4,207.82,208.93,3060900,IBM,-0.981042654
2792,10/12/2012,205.64,207.96,205.56,207.8,2712000,IBM,-0.540851003
2793,10/11/2012,206.57,207.27,205.63,205.76,2910000,IBM,-0.981713186
2794,10/10/2012,207.82,208.23,205.05,205.82,4024500,IBM,0.029160187
